customer_id,date_of_birth,first_name,last_name,second_name,gender
48729112,1989-11-04,Вера,Зайцева,Константиновна,жен
42516474,1987-05-17,Анастасия,Боброва,Юрьевна,жен
58185780,1949-10-05,Исай,Киселев,Брониславович,муж
60588885,1974-03-22,Вера,Лихачева,Семеновна,жен
43135624,1990-12-25,Милица,Артемьева,Филипповна,жен
55207735,1960-08-26,Светлана,Рожкова,Павловна,жен
66381296,2000-10-03,Василиса,Исаева,Владиславовна,жен
49209668,1950-07-13,Глафира,Жукова,Вячеславовна,жен
39128138,2009-10-15,Егор,Волков,Харламович,муж
58782755,1999-01-08,Мстислав,Фомичев,Ермилович,муж
64726421,1959-02-20,Евфросиния,Самсонова,Васильевна,жен
32343439,1989-10-18,Орест,Пахомов,Всеволодович,муж
66306607,1977-09-27,Фаина,Горшкова,Ильинична,жен
35665264,1956-12-21,Сократ,Сысоев,Тарасович,муж
54585786,1958-01-17,Марфа,Журавлева,Павловна,жен
37040457,1960-02-08,Василиса,Горшкова,Геннадиевна,жен
37661781,1997-01-29,Владлен,Меркушев,Августович,муж
44559517,1975-06-01,Модест,Романов,Брониславович,муж
34575188,2005-01-10,Акулина,Нестерова,Артемовна,жен
41589898,2009-08-09,Глафира,Денисова,Семеновна,жен
58684838,1998-05-21,Аристарх,Блинов,Измаилович,муж
53843058,1953-01-11,Исай,Рожков,Елизарович,муж
50232511,2000-12-21,Мстислав,Артемьев,Гордеевич,муж
41208833,1995-06-09,Тамара,Волкова,Анатольевна,жен
44619177,1981-04-12,Евпраксия,Мишина,Робертовна,жен
38098944,1952-01-13,Христофор,Соловьев,Григорьевич,муж
38093740,1997-01-23,Лора,Селезнева,Ефимовна,жен
67006993,1990-04-04,Ерофей,Матвеев,Филиппович,муж
38732007,1987-10-07,Корнил,Александров,Аксёнович,муж
45091497,1970-11-07,Сократ,Алексеев,Федосьевич,муж
55749492,1965-05-30,Любим,Федосеев,Феофанович,муж
57624758,1958-11-18,Ефрем,Никитин,Венедиктович,муж
63156175,2007-05-18,Олимпиада,Шестакова,Руслановна,жен
60504390,2000-10-28,Зинаида,Евсеева,Наумовна,жен
51183502,2000-09-01,Варвара,Рыбакова,Ивановна,жен
65005168,1996-05-09,Эрнст,Зиновьев,Бориславович,муж
52601590,1969-02-08,Зоя,Максимова,Максимовна,жен
36350532,1960-11-26,Амос,Васильев,Фомич,муж
61688373,1977-05-05,Лука,Филиппов,Фомич,муж
56544997,1989-01-01,Василиса,Матвеева,Богдановна,жен
41655741,2001-07-09,Кузьма,Афанасьев,Тимурович,муж
50146297,1996-08-01,Лора,Абрамова,Тарасовна,жен
35179550,1978-10-31,Евдокия,Лапина,Ждановна,жен
38498428,1952-05-21,Никифор,Гурьев,Гордеевич,муж
62570291,1966-03-15,Зоя,Фадеева,Владимировна,жен
34109467,1964-07-09,Октябрина,Горбунова,Григорьевна,жен
46910191,1951-04-02,Ираида,Павлова,Юрьевна,жен
34491325,1996-05-25,Евгения,Фролова,Матвеевна,жен
42496696,1989-11-14,Ксения,Ермакова,Антоновна,жен
62362764,1965-09-08,Милован,Гордеев,Антипович,муж
